title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],,tt0282003,6.7,1212.0
Chronicle of a Disappearance,MOVIE,1996,,88,['drama'],"['US', 'FR', 'DE', 'PS']",,tt0115895,6.9,718.0
Yaar Gaddar,MOVIE,1994,,147,"['crime', 'action', 'drama']",['IN'],,tt0111780,3.6,142.0
Sinbad: Nothin' but the Funk,MOVIE,1998,,55,"['comedy', 'documentation']",['US'],,tt0938332,6.2,65.0
Dushmani,MOVIE,1995,,156,"['romance', 'action', 'drama']",['IN'],,tt0112916,5.0,248.0
Fiza,MOVIE,2000,,170,"['drama', 'romance', 'action', 'crime']",['IN'],,tt0248012,6.0,4168.0
Hello Brother,MOVIE,1999,,131,"['romance', 'action', 'comedy', 'fantasy']",['IN'],,tt0233856,4.6,4230.0
Have You Ever Seen Fireflies? - Theatre Play,MOVIE,1999,,118,"['drama', 'comedy']",['TR'],,,,
Shikari,MOVIE,1991,,162,"['drama', 'action']","['IN', 'SU']",,tt0170416,5.9,66.0
One Last Shot,MOVIE,1998,,30,[],[],,,,
Breaking Bad,SHOW,2008,TV-MA,48,"['drama', 'thriller', 'crime']",['US'],5.0,tt0903747,9.5,1727694.0
The Walking Dead,SHOW,2010,TV-MA,46,"['action', 'drama', 'scifi', 'thriller', 'horror']",['US'],11.0,tt1520211,8.2,945125.0
The Staircase,SHOW,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2.0,tt0388644,7.8,21531.0
Downton Abbey,SHOW,2010,TV-14,58,"['drama', 'romance', 'european']",['GB'],6.0,tt1606375,8.7,197744.0
Grey's Anatomy,SHOW,2005,TV-14,49,"['drama', 'romance']",['US'],18.0,tt0413573,7.6,293618.0
The Great British Baking Show,SHOW,2010,TV-PG,57,"['reality', 'european']",['GB'],12.0,tt1877368,8.6,9564.0
Criminal Minds,SHOW,2005,TV-14,44,"['thriller', 'crime', 'drama']",['US'],15.0,tt0452046,8.1,189191.0
NCIS,SHOW,2003,TV-14,44,"['action', 'drama', 'crime', 'thriller', 'comedy']",['US'],19.0,tt0364845,7.8,141049.0
Community,SHOW,2009,TV-PG,23,['comedy'],['US'],6.0,tt1439629,8.5,252564.0
Heartland,SHOW,2007,TV-PG,44,"['drama', 'family']",['CA'],15.0,tt1094229,8.4,15743.0
Supernatural,SHOW,2005,TV-14,45,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],15.0,tt0460681,8.5,428639.0
Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],,tt0800039,7.1,280121.0
War of the Worlds,MOVIE,2005,PG-13,117,"['thriller', 'action', 'scifi']",['US'],,tt0407304,6.5,439027.0
Arrested Development,SHOW,2003,TV-MA,28,['comedy'],['US'],5.0,tt0367279,8.7,297552.0
The IT Crowd,SHOW,2006,TV-14,25,"['comedy', 'european']",['GB'],5.0,tt0487831,8.5,147409.0
30 Rock,SHOW,2006,TV-14,25,"['comedy', 'sport']",['US'],7.0,tt0496424,8.3,121514.0
Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'action']",['US'],3.0,tt0417299,9.3,297336.0
Inception,MOVIE,2010,PG-13,148,"['scifi', 'music', 'thriller', 'action']","['GB', 'US']",,tt1375666,8.8,2268288.0
The Other Guys,MOVIE,2010,,107,"['crime', 'action', 'comedy']",['US'],,tt1386588,6.6,263019.0
How to Train Your Dragon,MOVIE,2010,PG,98,"['fantasy', 'animation', 'action', 'comedy', 'family', 'drama']",['US'],,tt0892769,8.1,719717.0
Friday Night Lights,SHOW,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,tt0758745,8.7,64449.0
Casino Royale,MOVIE,2006,,139,"['thriller', 'action', 'european']","['GB', 'US', 'BS', 'CZ', 'DE']",,tt0381061,8.0,644336.0
Michael Clayton,MOVIE,2007,R,120,"['thriller', 'crime', 'drama']",['US'],,tt0465538,7.2,163878.0
My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,"['scifi', 'animation', 'drama', 'fantasy', 'music', 'comedy', 'family']","['CA', 'US']",9.0,tt1751105,7.6,20708.0
The Fairly OddParents,SHOW,2001,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'comedy']","['US', 'CA']",10.0,tt0235918,7.2,38046.0
Jackass: The Movie,MOVIE,2002,R,88,"['action', 'comedy', 'documentation']",['US'],,tt0322802,6.6,92305.0
Sonic X,SHOW,2003,TV-Y7,21,"['action', 'drama', 'thriller', 'animation', 'comedy', 'fantasy', 'family', 'scifi']",['JP'],3.0,tt0367413,6.1,4577.0
DEATH NOTE,SHOW,2006,TV-14,24,"['scifi', 'animation', 'crime', 'drama', 'fantasy', 'thriller']",['JP'],1.0,tt0877057,9.0,302147.0
Zoolander,MOVIE,2001,PG-13,90,"['comedy', 'european']","['US', 'DE']",,tt0196229,6.5,260975.0
The Vampire Diaries,SHOW,2009,TV-14,42,"['scifi', 'drama', 'thriller', 'fantasy', 'horror', 'romance']",['US'],8.0,tt1405406,7.7,310776.0
Charlie and the Chocolate Factory,MOVIE,2005,PG,106,"['fantasy', 'comedy', 'family']","['GB', 'US', 'AU']",,tt0367594,6.6,465995.0
Cleaner,MOVIE,2007,R,88,"['thriller', 'crime']",['US'],,tt0896798,6.1,41052.0
Harold & Kumar Go to White Castle,MOVIE,2004,R,88,['comedy'],['US'],,tt0366551,7.0,193053.0
The Social Network,MOVIE,2010,PG-13,121,['drama'],['US'],,tt1285016,7.8,681286.0
Road to Perdition,MOVIE,2002,R,117,"['thriller', 'documentation', 'crime', 'drama']",['US'],,tt0257044,7.7,263212.0
Naruto,SHOW,2002,TV-PG,23,"['scifi', 'comedy', 'animation', 'action', 'fantasy', 'thriller']",['JP'],6.0,tt0409591,8.4,93980.0
Blow,MOVIE,2001,R,124,"['drama', 'crime']",['US'],,tt0221027,7.5,255099.0
Shooter,MOVIE,2007,R,124,"['thriller', 'action', 'drama']",['US'],,tt0822854,7.2,329417.0
Big Fish,MOVIE,2003,PG-13,125,"['drama', 'fantasy', 'romance']",['US'],,tt0319061,8.0,435503.0
The Bourne Ultimatum,MOVIE,2007,PG-13,115,"['thriller', 'action']","['DE', 'ES', 'US', 'FR']",,tt0440963,8.0,627009.0
Public Enemies,MOVIE,2009,R,143,"['crime', 'drama', 'history', 'action', 'european']",['US'],,tt1152836,7.0,297525.0
America's Next Top Model,SHOW,2003,TV-14,44,['reality'],['US'],24.0,tt0391576,5.6,17843.0
Sherlock Holmes,MOVIE,2009,PG-13,129,"['crime', 'action', 'thriller']","['GB', 'US', 'AU', 'DE']",,tt0988045,7.6,620154.0
Love Actually,MOVIE,2003,R,139,"['drama', 'comedy', 'romance']","['GB', 'US']",,tt0314331,7.6,474176.0
Closer,MOVIE,2004,R,94,"['drama', 'romance']","['GB', 'US']",,tt0376541,7.2,215678.0
Chappelle's Show,SHOW,2003,TV-14,21,"['comedy', 'music']",['US'],3.0,tt0353049,8.8,62140.0
Something's Gotta Give,MOVIE,2003,PG-13,128,"['romance', 'drama', 'comedy']",['US'],,tt0337741,6.7,120400.0
Grown Ups,MOVIE,2010,PG-13,102,"['comedy', 'drama', 'european']",['US'],,tt1375670,5.9,247229.0
The Blind Side,MOVIE,2009,PG-13,129,"['drama', 'sport']",['US'],,tt0878804,7.6,323939.0
Quantum of Solace,MOVIE,2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",,tt0830515,6.6,441023.0
The Ring,MOVIE,2002,PG-13,111,"['horror', 'european']","['JP', 'US']",,tt0298130,7.1,341888.0
Trailer Park Boys,SHOW,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,tt0290988,8.6,41791.0
Into the Wild,MOVIE,2007,R,140,['drama'],['US'],,tt0758758,8.1,611379.0
True Grit,MOVIE,2010,PG-13,110,"['western', 'drama']",['US'],,tt1403865,7.6,333378.0
Blade Runner: The Final Cut,MOVIE,2007,R,117,"['action', 'thriller', 'scifi']",['US'],,,,
Rambo,MOVIE,2008,R,92,"['thriller', 'action', 'war', 'european']","['US', 'DE']",,tt0462499,7.0,228799.0
Stardust,MOVIE,2007,PG-13,122,"['fantasy', 'romance', 'family']","['US', 'IS', 'GB']",,tt0486655,7.6,269043.0
Borgen,SHOW,2010,TV-MA,58,"['drama', 'european']",['DK'],4.0,tt1526318,8.5,23523.0
The Last Samurai,MOVIE,2003,R,154,"['drama', 'history', 'war', 'action']","['NZ', 'JP', 'US']",,tt0325710,7.8,429097.0
iCarly,SHOW,2007,TV-G,26,"['comedy', 'family', 'romance']",['US'],6.0,tt0972534,6.7,38281.0
Victorious,SHOW,2010,TV-G,25,"['comedy', 'drama', 'family', 'music', 'romance', 'sport']",['US'],4.0,tt1604099,6.9,24224.0
The Book of Eli,MOVIE,2010,R,118,"['thriller', 'action', 'drama', 'european']",['US'],,tt1037705,6.8,312538.0
Identity,MOVIE,2003,R,90,['thriller'],['US'],,tt0340770,7.3,240433.0
Merlin,SHOW,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5.0,tt1199099,7.9,80138.0
Apocalypse Now Redux,MOVIE,2001,R,196,"['drama', 'war', 'thriller', 'horror']",['US'],,,,
Shrek Forever After,MOVIE,2010,PG,93,"['fantasy', 'comedy', 'family', 'romance', 'animation']",['US'],,tt0892791,6.3,200354.0
Hairspray,MOVIE,2007,PG,117,"['comedy', 'drama', 'romance']","['US', 'GB']",,tt0427327,6.7,128190.0
Corpse Bride,MOVIE,2005,PG,77,"['fantasy', 'romance', 'animation', 'drama', 'family']",['US'],,tt0121164,7.3,265023.0
Let Me In,MOVIE,2010,R,116,"['horror', 'drama', 'fantasy', 'thriller', 'european']","['GB', 'US']",,tt1228987,7.1,120208.0
Monster,MOVIE,2003,R,110,"['crime', 'drama', 'thriller', 'european']",['US'],,tt0340855,7.3,149218.0
Without a Paddle,MOVIE,2004,PG-13,95,"['thriller', 'comedy']",['US'],,tt0364751,5.8,47049.0
Once Upon a Time in Mexico,MOVIE,2003,R,102,"['drama', 'action', 'crime', 'thriller']",['US'],,tt0285823,6.3,160449.0
Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,"['animation', 'drama', 'romance', 'comedy', 'family', 'fantasy', 'scifi']",['US'],,tt0844471,6.9,226225.0
Offspring,SHOW,2010,,44,"['drama', 'comedy']",['AU'],7.0,tt1530541,8.3,4764.0
Blade II,MOVIE,2002,R,117,"['thriller', 'fantasy', 'scifi', 'action', 'horror']",['US'],,tt0187738,6.7,214461.0
Chloe,MOVIE,2009,R,99,"['thriller', 'drama', 'romance', 'european']","['US', 'CA', 'FR']",,tt1352824,6.3,72916.0
Blood Diamond,MOVIE,2006,R,143,"['thriller', 'drama']","['US', 'DE']",,tt0450259,8.0,536858.0
The Lake House,MOVIE,2006,PG,105,"['drama', 'fantasy', 'romance', 'documentation']",['US'],,tt0410297,6.8,148043.0
Terminator 3: Rise of the Machines,MOVIE,2003,R,109,"['thriller', 'scifi', 'action', 'european']","['GB', 'US', 'DE']",,tt0181852,6.3,393998.0
Beerfest,MOVIE,2006,R,110,['comedy'],['US'],,tt0486551,6.2,67748.0
Heist,MOVIE,2001,R,107,"['thriller', 'drama', 'action', 'crime', 'european']",['US'],,tt0252503,6.5,36361.0
Catch and Release,MOVIE,2006,PG-13,111,"['romance', 'comedy', 'drama']",['US'],,tt0395495,5.9,26157.0
Just Like Heaven,MOVIE,2005,PG-13,95,"['drama', 'romance', 'fantasy', 'comedy']",['US'],,tt0425123,6.7,106755.0
Gurren Lagann,SHOW,2007,TV-14,24,"['scifi', 'action', 'comedy', 'drama', 'animation']",['JP'],1.0,tt0948103,8.3,17024.0
Four Brothers,MOVIE,2005,R,109,"['crime', 'action', 'drama', 'thriller']",['US'],,tt0430105,6.8,144656.0
John Q,MOVIE,2002,PG-13,116,"['drama', 'thriller', 'crime']",['US'],,tt0251160,7.0,131999.0
Not Another Teen Movie,MOVIE,2001,R,89,['comedy'],['US'],,tt0277371,5.7,104604.0
21,MOVIE,2008,PG-13,123,"['drama', 'crime', 'history', 'thriller']",['US'],,tt0478087,6.8,247039.0
Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,"['scifi', 'animation', 'action', 'drama', 'thriller', 'war']",['JP'],3.0,tt0994314,8.7,62367.0
Terminator Salvation,MOVIE,2009,PG-13,110,"['thriller', 'scifi', 'fantasy', 'war', 'action']","['US', 'DE', 'IT', 'GB']",,tt0438488,6.5,357557.0
Deck the Halls,MOVIE,2006,PG,93,"['comedy', 'family']",['US'],,tt0790604,5.0,27797.0
The Girl Next Door,MOVIE,2007,R,91,"['thriller', 'drama', 'crime', 'horror']",['US'],,tt0830558,6.5,26035.0
The Cat in the Hat,MOVIE,2003,PG,81,"['fantasy', 'comedy', 'family']",['US'],,tt0312528,4.0,81971.0
Jackass 2.5,MOVIE,2007,,64,"['documentation', 'comedy']",['US'],,,,
Final Destination 3,MOVIE,2006,R,93,"['horror', 'thriller', 'action', 'crime', 'fantasy', 'european']","['CA', 'DE', 'US']",,tt0414982,5.8,139797.0
Thir13en Ghosts,MOVIE,2001,R,91,"['thriller', 'horror', 'fantasy']","['CA', 'US']",,tt0245674,5.6,86492.0
The One,MOVIE,2001,PG-13,87,"['scifi', 'thriller', 'action']",['US'],,tt0267804,5.9,91584.0
Happy Feet,MOVIE,2006,PG,108,"['comedy', 'fantasy', 'animation', 'family', 'music', 'romance']",['AU'],,tt0366548,6.4,182612.0
Ip Man,MOVIE,2008,R,108,"['drama', 'fantasy', 'action', 'history']","['HK', 'CN']",,tt1220719,8.0,221095.0
Coach Carter,MOVIE,2005,PG-13,130,"['drama', 'sport', 'european']","['US', 'DE']",,tt0393162,7.3,143670.0
Blade: Trinity,MOVIE,2004,R,106,"['action', 'thriller', 'fantasy', 'horror', 'scifi']",['US'],,tt0359013,5.8,175210.0
Monster-in-Law,MOVIE,2005,PG-13,101,"['romance', 'comedy']","['US', 'DE']",,tt0369735,5.5,60693.0
Halloween,MOVIE,2007,R,109,['horror'],['US'],,tt0373883,6.0,118815.0
How Do You Know,MOVIE,2010,PG-13,121,"['drama', 'comedy', 'romance']",['US'],,tt1341188,5.4,49599.0
The Sweetest Thing,MOVIE,2002,R,84,"['comedy', 'romance']",['US'],,tt0253867,5.1,58516.0
The Final Destination,MOVIE,2009,R,82,"['horror', 'fantasy', 'scifi', 'action', 'thriller']",['US'],,tt1144884,5.1,104166.0
The Other Boleyn Girl,MOVIE,2008,PG-13,115,"['romance', 'drama', 'history']","['GB', 'US']",,tt0467200,6.7,111694.0
Friday the 13th,MOVIE,2009,R,97,"['horror', 'thriller']",['US'],,tt0758746,5.5,105938.0
The Bucket List,MOVIE,2007,PG-13,97,"['drama', 'comedy', 'european']",['US'],,tt0825232,7.4,242733.0
Freddy vs. Jason,MOVIE,2003,R,97,"['horror', 'action']","['IT', 'US']",,tt0329101,5.7,117986.0
Transformers: Prime,SHOW,2010,TV-Y7,22,"['action', 'comedy', 'drama', 'family', 'scifi', 'animation']",['US'],4.0,tt1659175,7.9,6500.0
Memoirs of a Geisha,MOVIE,2005,PG-13,145,"['drama', 'romance', 'european']","['FR', 'JP', 'US']",,tt0397535,7.3,146847.0
A Nightmare on Elm Street,MOVIE,2010,R,95,"['horror', 'thriller', 'crime', 'drama']",['US'],,tt1179056,5.2,99192.0
Body of Lies,MOVIE,2008,R,128,"['drama', 'action', 'thriller']","['GB', 'US']",,tt0758774,7.1,224896.0
A Cinderella Story,MOVIE,2004,PG,95,"['romance', 'comedy', 'family']","['CA', 'US']",,tt0356470,5.9,86395.0
The Mole,SHOW,2001,TV-14,52,['reality'],"['US', 'BE']",5.0,tt0294149,7.6,1104.0
Osmosis Jones,MOVIE,2001,PG,95,"['animation', 'action', 'comedy', 'crime', 'family', 'fantasy', 'scifi']",['US'],,tt0181739,6.3,35711.0
Scary Movie 4,MOVIE,2006,PG-13,83,"['comedy', 'horror']",['US'],,tt0362120,5.1,120188.0
The Texas Chainsaw Massacre,MOVIE,2003,R,98,"['horror', 'crime']",['US'],,tt0324216,6.2,140741.0
Fun with Dick and Jane,MOVIE,2005,PG-13,90,"['comedy', 'crime']",['US'],,tt0369441,6.1,143998.0
TMNT,MOVIE,2007,PG,87,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'action']","['US', 'HK']",,tt0453556,6.2,64062.0
Due Date,MOVIE,2010,R,95,"['drama', 'comedy']",['US'],,tt1231583,6.5,339626.0
Cop Out,MOVIE,2010,R,107,"['comedy', 'thriller', 'action', 'crime']",['US'],,tt1385867,5.5,87673.0
The 4400,SHOW,2004,TV-14,44,"['scifi', 'thriller', 'drama']",['US'],4.0,tt0389564,7.3,44971.0
Still Game,SHOW,2002,TV-14,29,"['comedy', 'european']",['GB'],9.0,tt0281491,8.9,7539.0
3 Idiots,MOVIE,2009,PG-13,170,"['comedy', 'drama']",['IN'],,tt1187043,8.4,385782.0
Midnight Diner,SHOW,2009,TV-MA,27,"['drama', 'comedy']",['JP'],5.0,tt1882928,8.6,2110.0
H2O: Just Add Water,SHOW,2006,TV-PG,25,"['drama', 'scifi', 'fantasy', 'family']",['AU'],3.0,tt0491603,7.2,14782.0
Black Butler,SHOW,2008,TV-MA,25,"['scifi', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'crime', 'horror', 'action']",['JP'],3.0,tt1316554,8.3,1856.0
Octonauts,SHOW,2010,TV-Y,15,"['action', 'animation', 'comedy', 'family']",['GB'],6.0,tt1710177,7.6,1049.0
New York Minute,MOVIE,2004,PG,87,"['comedy', 'crime', 'family', 'romance']",['US'],,tt0363282,4.8,23307.0
Strawberry Shortcake,SHOW,2003,TV-Y,23,"['animation', 'family']",['US'],4.0,tt7996132,7.0,13.0
Total Drama Island,SHOW,2007,TV-PG,23,"['action', 'reality', 'animation', 'family', 'comedy', 'drama']",['CA'],6.0,tt1173427,7.4,10523.0
Dreamer: Inspired By a True Story,MOVIE,2005,PG,106,"['drama', 'family', 'sport', 'fantasy']",['US'],,tt0487897,6.8,13034.0
Monster House,MOVIE,2006,PG,91,"['fantasy', 'animation', 'comedy', 'family']",['US'],,tt0385880,6.6,114942.0
Starsky & Hutch,MOVIE,2004,PG-13,101,"['comedy', 'crime']",['US'],,tt0335438,6.1,145981.0
Tears of the Sun,MOVIE,2003,R,121,"['drama', 'thriller', 'war', 'action']",['US'],,tt0314353,6.6,121066.0
Boys Over Flowers,SHOW,2009,TV-14,64,"['comedy', 'drama', 'romance']",['KR'],1.0,tt1370334,7.9,11579.0
Winx Club,SHOW,2004,TV-G,23,"['action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",['IT'],8.0,tt3233214,6.2,6700.0
The Cave,MOVIE,2005,PG-13,97,"['horror', 'thriller', 'scifi', 'action', 'european']","['DE', 'US']",,tt0403424,5.1,38445.0
Big Time Rush,SHOW,2009,TV-G,25,"['comedy', 'family']",['US'],4.0,tt1131746,6.3,12046.0
The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,R,91,"['horror', 'thriller', 'documentation']",['US'],,tt0420294,5.8,72366.0
I Am Sam,MOVIE,2001,PG-13,132,['drama'],['US'],,tt0277027,7.6,149082.0
The Spiderwick Chronicles,MOVIE,2008,PG,96,"['fantasy', 'thriller', 'action', 'drama', 'family']",['US'],,tt0416236,6.5,94628.0
Rumor Has It...,MOVIE,2005,PG-13,97,"['comedy', 'drama', 'romance']",['US'],,tt0398375,5.5,57894.0
Dead Set,SHOW,2008,TV-MA,141,"['scifi', 'thriller', 'comedy', 'drama', 'horror', 'european']",['GB'],1.0,tt1285482,7.6,19684.0
Toradora!,SHOW,2008,TV-14,30,"['animation', 'romance', 'comedy', 'drama']",['JP'],2.0,tt1279024,8.0,14307.0
I Now Pronounce You Chuck & Larry,MOVIE,2007,PG-13,115,"['comedy', 'romance']",['US'],,tt0762107,5.9,146625.0
Metallica: Some Kind of Monster,SHOW,2004,TV-MA,84,['western'],"['US', 'CA']",1.0,tt6954486,,
World Trade Center,MOVIE,2006,PG-13,129,"['thriller', 'history', 'drama']",['US'],,tt0469641,6.0,83129.0
Premonition,MOVIE,2007,PG-13,96,"['thriller', 'drama', 'fantasy']",['US'],,tt0477071,5.9,78119.0
Shaun the Sheep,SHOW,2007,TV-G,7,"['animation', 'comedy', 'family', 'european']",['GB'],6.0,tt0983983,8.0,25.0
Eagle Eye,MOVIE,2008,PG-13,118,"['thriller', 'action', 'european']","['US', 'DE']",,tt1059786,6.6,185430.0
The Contractor,MOVIE,2007,R,105,"['thriller', 'european']","['BG', 'GB', 'US']",,,,
Lagaan: Once Upon a Time in India,MOVIE,2001,PG,224,"['drama', 'romance', 'sport']",['IN'],,tt0169102,8.1,111053.0
The Men Who Stare at Goats,MOVIE,2009,R,94,"['comedy', 'war']","['GB', 'US']",,tt1234548,6.2,131564.0
Scare Tactics,SHOW,2003,TV-14,22,"['comedy', 'horror', 'reality', 'scifi', 'thriller']",['US'],5.0,tt0339968,6.7,2512.0
Friends with Money,MOVIE,2006,R,88,"['romance', 'comedy', 'drama']",['US'],,tt0436331,5.8,30186.0
Legend of the Guardians: The Owls of Ga'Hoole,MOVIE,2010,PG,100,"['fantasy', 'family', 'action', 'war', 'drama', 'thriller', 'animation']","['US', 'AU']",,tt1219342,6.9,82623.0
Kath & Kim,SHOW,2002,,24,['comedy'],['AU'],4.0,tt0272397,8.3,4168.0
Good Luck Chuck,MOVIE,2007,,101,"['comedy', 'romance']","['CA', 'US']",,tt0452625,5.6,89755.0
Pocoyo,SHOW,2005,TV-G,11,"['animation', 'family', 'comedy', 'european']","['ES', 'GB']",4.0,tt0487849,3.9,93.0
Louis C.K.: Hilarious,MOVIE,2010,,84,['comedy'],['US'],,tt1421373,8.4,11973.0
Death at a Funeral,MOVIE,2010,R,92,['comedy'],['US'],,tt1321509,5.6,49599.0
Gifted Hands: The Ben Carson Story,MOVIE,2009,,86,['drama'],['US'],,tt1295085,7.6,10210.0
The Game,SHOW,2006,TV-14,22,"['comedy', 'drama', 'sport', 'romance']",['US'],10.0,tt10020984,6.6,4417.0
No Direction Home: Bob Dylan,MOVIE,2005,G,208,"['music', 'documentation']","['GB', 'US', 'JP']",,,,
Angel Beats!,SHOW,2010,TV-14,26,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'animation']",['JP'],1.0,tt1639109,7.7,13848.0
Blood and Bone,MOVIE,2009,R,93,"['thriller', 'action', 'crime', 'drama', 'sport']",['US'],,tt0346631,6.7,33051.0
Ip Man 2,MOVIE,2010,R,108,"['drama', 'history', 'sport', 'action']","['CN', 'HK']",,tt1386932,7.5,103673.0
Masha and the Bear,SHOW,2009,TV-Y,6,"['comedy', 'family', 'action', 'animation']",['RU'],5.0,tt1884856,7.6,3114.0
Like Stars on Earth,MOVIE,2007,PG,165,"['drama', 'family']",['IN'],,tt0986264,8.3,188234.0
Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,TV-MA,55,"['comedy', 'documentation']",['US'],1.0,tt1422182,8.1,1740.0
The Legend of Bruce Lee,SHOW,2008,,45,"['action', 'drama']",['CN'],1.0,tt1059455,7.0,1422.0
Ouran High School Host Club,SHOW,2006,TV-14,23,"['comedy', 'drama', 'animation', 'romance']",['JP'],1.0,tt0816397,8.2,9763.0
Felon,MOVIE,2008,R,103,"['crime', 'thriller', 'drama', 'action']",['US'],,tt1117385,7.4,78039.0
The Ultimatum,SHOW,2009,TV-14,44,['drama'],['SG'],1.0,tt1682704,5.4,6.0
Mobile Suit Gundam Unicorn,SHOW,2010,TV-14,35,"['action', 'drama', 'scifi', 'war', 'animation']",['JP'],2.0,tt1630623,7.8,1291.0
Stuart Little 2,MOVIE,2002,G,78,"['comedy', 'fantasy', 'animation', 'family']",['US'],,tt0243585,5.5,53746.0
Johnny Test,SHOW,2005,TV-Y7,18,"['comedy', 'drama', 'family', 'scifi', 'animation', 'action']","['CA', 'US']",6.0,tt15061770,5.1,8172.0
Code Lyoko,SHOW,2003,TV-G,24,"['action', 'fantasy', 'thriller', 'comedy', 'family', 'scifi', 'romance', 'animation']",['FR'],5.0,tt0417311,7.3,5109.0
Did You Hear About the Morgans?,MOVIE,2009,PG-13,103,"['comedy', 'romance', 'drama']",['US'],,tt1314228,4.9,40289.0
Iris,SHOW,2009,TV-14,61,"['action', 'comedy', 'reality', 'romance', 'thriller']",['KR'],2.0,tt1399791,7.8,1951.0
DreamWorks Shrek's Swamp Stories,SHOW,2010,TV-PG,24,"['horror', 'music', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1.0,tt6950338,6.5,330.0
Ben & Holly's Little Kingdom,SHOW,2009,TV-G,14,"['comedy', 'family', 'fantasy', 'animation', 'european']",['GB'],3.0,tt1436544,7.5,1222.0
The Garfield Show,SHOW,2009,TV-G,17,"['animation', 'comedy', 'family', 'european']",['US'],5.0,tt1470837,5.3,2499.0
Chaos,MOVIE,2005,R,106,"['action', 'crime', 'drama', 'thriller', 'european']","['GB', 'US', 'CA']",,tt0402910,6.4,54633.0
Wakfu,SHOW,2008,TV-Y7,22,"['action', 'drama', 'scifi', 'fantasy', 'animation', 'family', 'european']",['FR'],3.0,tt1807824,8.1,1469.0
Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,,46,"['comedy', 'documentation']",['US'],,tt0865482,7.6,1780.0
Initial D,MOVIE,2005,,107,"['drama', 'action', 'crime', 'thriller', 'animation', 'comedy', 'romance']","['HK', 'JP']",,tt0439630,6.3,8536.0
Comedian,MOVIE,2002,R,82,"['comedy', 'documentation']",['US'],,tt0328962,6.9,6948.0
Delta Farce,MOVIE,2007,PG-13,90,"['action', 'comedy']",['US'],,tt0800003,3.6,11138.0
One Piece: Strong World,MOVIE,2009,PG-13,114,"['fantasy', 'animation', 'action']",['JP'],,tt1485763,7.5,5382.0
Christmas with the Kranks,MOVIE,2004,PG,99,"['comedy', 'family']",['US'],,tt0388419,5.4,49090.0
Dinosaur King,SHOW,2007,,21,"['action', 'scifi', 'family', 'western', 'animation']",['JP'],2.0,tt1524993,5.6,720.0
Love Happens,MOVIE,2009,PG-13,109,"['drama', 'romance']","['CA', 'GB', 'US']",,tt4809870,5.6,32837.0
Vampire Knight,SHOW,2008,TV-14,25,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],2.0,tt1209393,7.3,5172.0
